8.660254037844384856e-01,7.818314824680300257e-01,-8.660254037844382635e-01
9.510565162951536422e-01,6.351157698421788789e-01,-9.218631515885002958e-01
9.945218953682731788e-01,4.606424504506322348e-01,-9.631625667976582150e-01
9.945218953682732899e-01,2.660368455666752285e-01,-9.892723329629881102e-01
9.510565162951537532e-01,5.980415394503443838e-02,-9.997806834748456106e-01
8.660254037844384856e-01,-1.490422661761744982e-01,-9.945218953682732899e-01
7.431448254773945772e-01,-3.513748240813426293e-01,-9.735789028731604011e-01
5.877852522924731371e-01,-5.383506160906820215e-01,-9.372819894918915651e-01
4.067366430758004303e-01,-7.017979028839911315e-01,-8.862035792312146221e-01
2.079116908177597589e-01,-8.345732537213026436e-01,-8.211492091337044830e-01
1.224646799147353207e-16,-9.308737486442042464e-01,-7.431448254773946882e-01
-2.079116908177586764e-01,-9.864905939235213417e-01,-6.534206039901055973e-01
-4.067366430757998197e-01,-9.989930665413147004e-01,-5.533915492433448824e-01
-5.877852522924729151e-01,-9.678347484506666376e-01,-4.446351791849274537e-01
-7.431448254773938000e-01,-8.943774076663368877e-01,-3.288666467385839565e-01
-8.660254037844382635e-01,-7.818314824680300257e-01,-2.079116908177598977e-01
-9.510565162951535312e-01,-6.351157698421793230e-01,-8.367784333231585714e-02
-9.945218953682732899e-01,-4.606424504506319018e-01,4.187565372919855450e-02
-9.945218953682732899e-01,-2.660368455666753396e-01,1.667687467161022563e-01
-9.510565162951537532e-01,-5.980415394503500043e-02,2.890317969444709534e-01
-8.660254037844384856e-01,1.490422661761748035e-01,4.067366430757997087e-01
-7.431448254773946882e-01,3.513748240813425183e-01,5.180270093731298431e-01
-5.877852522924739143e-01,5.383506160906815774e-01,6.211477802783094138e-01
-4.067366430758009299e-01,7.017979028839910205e-01,7.144726796328034757e-01
-2.079116908177598977e-01,8.345732537213025326e-01,7.965299180241959265e-01
-2.449293598294706414e-16,9.308737486442042464e-01,8.660254037844382635e-01
2.079116908177593981e-01,9.864905939235214527e-01,9.218631515885002958e-01
4.067366430757997087e-01,9.989930665413148114e-01,9.631625667976579930e-01
5.877852522924721379e-01,9.678347484506668597e-01,9.892723329629882212e-01
7.431448254773943551e-01,8.943774076663365546e-01,9.997806834748456106e-01
8.660254037844379305e-01,7.818314824680301367e-01,9.945218953682732899e-01
9.510565162951533091e-01,6.351157698421794340e-01,9.735789028731606232e-01
9.945218953682730678e-01,4.606424504506336781e-01,9.372819894918913430e-01
9.945218953682731788e-01,2.660368455666755061e-01,8.862035792312146221e-01
9.510565162951537532e-01,5.980415394503335591e-02,8.211492091337045940e-01
8.660254037844381525e-01,-1.490422661761746925e-01,7.431448254773953543e-01
7.431448254773941331e-01,-3.513748240813423518e-01,6.534206039901057084e-01
5.877852522924732481e-01,-5.383506160906814664e-01,5.533915492433434391e-01
4.067366430758010964e-01,-7.017979028839903544e-01,4.446351791849276203e-01
2.079116908177591205e-01,-8.345732537213025326e-01,3.288666467385840675e-01
-1.408962799656044626e-15,-9.308737486442044684e-01,2.079116908177608691e-01
-2.079116908177584266e-01,-9.864905939235211196e-01,8.367784333231774452e-02
-4.067366430758003748e-01,-9.989930665413148114e-01,-4.187565372920020595e-02
-5.877852522924728040e-01,-9.678347484506668597e-01,-1.667687467161021730e-01
-7.431448254773936890e-01,-8.943774076663374428e-01,-2.890317969444707868e-01
-8.660254037844387076e-01,-7.818314824680301367e-01,-4.067366430757987650e-01
-9.510565162951535312e-01,-6.351157698421794340e-01,-5.180270093731297321e-01
-9.945218953682732899e-01,-4.606424504506321793e-01,-6.211477802783107460e-01
-9.945218953682731788e-01,-2.660368455666756171e-01,-7.144726796328033647e-01
